Wall time,Step,Value
1557326369.8549564,1536,0.6875
1557326379.4892583,3072,0.734375
1557326382.5799358,3392,0.5775353908538818
1557326389.9543455,4608,0.65625
1557326399.190303,6144,0.671875
1557326403.7593968,6784,0.7043042182922363
1557326409.3917418,7680,0.828125
1557326418.5002444,9216,0.671875
1557326424.6129036,10176,0.7700471878051758
1557326428.3379514,10752,0.71875
1557326437.679616,12288,0.859375
1557326446.481385,13568,0.7912735939025879
1557326448.140216,13824,0.796875
1557326458.4348335,15360,0.8125
1557326468.7745385,16896,0.8125
1557326469.9095755,16960,0.8278301954269409
1557326479.836985,18432,0.734375
1557326490.5736265,19968,0.90625
1557326494.1041512,20352,0.8602594137191772
1557326502.7151823,21504,0.96875
1557326514.0342286,23040,0.90625
1557326519.7140443,23744,0.9018278121948242
1557326526.2944515,24576,0.953125
1557326537.2821078,26112,0.96875
1557326545.5652087,27136,0.9201061129570007
1557326549.9973505,27648,0.921875
1557326562.1233006,29184,0.84375
1557326572.7108226,30528,0.9336674809455872
1557326574.2068224,30720,0.96875
1557326585.3979628,32256,0.96875
1557326596.647382,33792,0.875
1557326598.60628,33920,0.9554834961891174
1557326610.5062165,35328,0.96875
1557326621.32146,36864,0.90625
1557326625.2870188,37312,0.9725825190544128
1557326633.0881605,38400,0.984375
1557326644.374116,39936,0.921875
1557326650.8610563,40704,0.9725825190544128
1557326656.791201,41472,0.984375
1557326668.2242718,43008,0.984375
1557326676.910298,44096,0.9725825190544128
1557326680.78403,44544,0.953125
1557326692.1594346,46080,0.953125
1557326703.3879063,47488,0.9681603908538818
1557326704.032185,47616,0.953125
1557326716.3373818,49152,0.984375
1557326727.7980056,50688,0.9375
1557326730.0302775,50880,0.9761202931404114
1557326741.1026244,52224,0.96875
1557326752.381827,53760,0.921875
1557326756.6577895,54272,0.9814268946647644
1557326764.700939,55296,0.984375
1557326775.3155644,56832,0.984375
1557326782.5563934,57664,0.9876179099082947
1557326788.0277996,58368,0.984375
1557326799.147114,59904,0.984375
1557326808.8083212,61056,0.9970518946647644
1557326812.1314344,61440,1.0
1557326822.9185956,62976,1.0
1557326834.3938718,64448,0.9985259175300598
1557326834.7509186,64512,1.0
1557326847.549335,66048,1.0
1557326858.726027,67584,1.0
1557326861.616299,67840,0.9985259175300598
1557326871.3750312,69120,1.0
1557326882.8924985,70656,1.0
1557326888.0542006,71232,0.9997051954269409
1557326895.2140574,72192,1.0
1557326906.5645044,73728,1.0
1557326913.8343017,74624,1.0
1557326918.899057,75264,1.0
1557326930.3997169,76800,1.0
1557326940.3035235,78016,1.0
1557326942.809835,78336,1.0
1557326954.0573282,79872,1.0
1557326965.2204108,81408,1.0
1557326965.9753556,81408,1.0
1557326977.7239497,82944,1.0
1557326989.6692007,84480,1.0
1557326992.8138602,84800,1.0
1557327002.5622952,86016,1.0
1557327014.2613719,87552,1.0
1557327019.603173,88192,1.0
1557327027.6677647,89088,1.0
1557327042.2596915,90624,1.0
1557327052.0049987,91584,1.0
1557327057.575107,92160,1.0
1557327071.0741048,93696,1.0
1557327083.6061685,94976,1.0
1557327086.0386662,95232,1.0
1557327098.075775,96768,1.0
1557327110.6344385,98304,1.0
1557327111.9529128,98368,1.0
1557327123.3808036,99840,1.0
1557327133.8827252,101376,1.0
1557327137.3105612,101760,1.0
1557327145.5874348,102912,1.0
1557327156.3496602,104448,1.0
1557327161.9666426,105152,1.0
1557327168.1052313,105984,1.0
1557327178.633246,107520,1.0
1557327186.596954,108544,1.0
1557327190.5134842,109056,1.0
1557327201.4472523,110592,1.0
1557327211.4814258,111936,1.0
1557327212.8657243,112128,1.0
1557327223.8729875,113664,1.0
1557327234.400842,115200,1.0
1557327236.0623977,115328,1.0
1557327246.3109984,116736,1.0
1557327256.88074,118272,1.0
1557327260.675594,118720,1.0
1557327268.5315897,119808,1.0
1557327279.243952,121344,1.0
1557327285.2848005,122112,1.0
1557327291.1241884,122880,1.0
1557327301.6480522,124416,1.0
1557327309.9678104,125504,1.0
1557327313.5163229,125952,1.0
1557327324.040186,127488,0.984375
1557327334.5211658,128896,0.9994103908538818
1557327335.1395123,129024,1.0
1557327346.6208158,130560,1.0
1557327357.190557,132096,1.0
1557327359.301913,132288,1.0
1557327369.5624819,133632,1.0
1557327380.4435709,135168,1.0
1557327384.9435406,135680,1.0
1557327392.249144,136704,1.0
1557327403.2368813,138240,1.0
1557327409.9529262,139072,0.9991155862808228
1557327415.0592737,139776,0.984375
1557327425.656942,141312,0.921875
1557327434.4643931,142464,0.9416273832321167
1557327437.4813273,142848,0.8125
1557327449.1172178,144384,0.984375
1557327460.0310407,145856,0.9254127144813538
1557327460.3402133,145920,0.984375
1557327471.4205897,147456,0.9375
1557327481.9265018,148992,1.0
1557327484.5046096,149248,0.973761796951294
1557327493.8128672,150528,0.96875
1557327504.3467047,152064,1.0
1557327509.0918424,152640,0.9728773832321167
1557327516.0452857,153600,1.0
1557327526.7256978,155136,1.0
1557327533.637221,156032,0.9917452931404114
1557327538.456335,156672,1.0
1557327549.3412342,158208,1.0
1557327558.524682,159424,0.9973466992378235
1557327560.971143,159744,1.0
1557327571.5767877,161280,1.0
1557327582.1944005,162816,1.0
1557327582.9653392,162816,0.9991155862808228
1557327594.3608737,164352,1.0
1557327605.0124028,165888,1.0
1557327608.0233552,166208,0.9988207817077637
1557327616.9236789,167424,1.0
1557327627.4644983,168960,1.0
1557327632.6187181,169600,1.0
1557327639.2629538,170496,1.0
1557327650.0012465,172032,1.0
1557327657.3705425,172992,1.0
1557327661.9502988,173568,1.0
1557327672.6227658,175104,1.0
1557327682.2510233,176384,1.0
1557327684.1100526,176640,1.0
1557327696.8928778,178176,1.0
1557327707.602247,179712,1.0
1557327708.8239803,179776,1.0
1557327720.2534242,181248,1.0
1557327731.2430422,182784,1.0
1557327734.6638956,183168,1.0
1557327743.062442,184320,1.0
1557327753.925399,185856,1.0
1557327759.537397,186560,0.9997051954269409
1557327765.632101,187392,1.0
1557327776.3773727,188928,1.0
1557327784.2004573,189952,1.0
1557327788.1259658,190464,1.0
1557327798.7309413,192000,1.0
1557327808.7989926,193344,1.0
1557327810.011751,193536,1.0
1557327821.051236,195072,1.0
1557327831.725453,196608,1.0
1557327833.3929935,196736,1.0
