Wall time,Step,Value
1557167993.7005622,1536,0.703125
1557167998.4099636,3072,1.0
1557168001.223438,3776,0.8156779408454895
1557168004.1277015,4608,0.875
1557168008.723898,6144,0.78125
1557168013.1379218,7552,0.8869173526763916
1557168013.3872547,7680,0.953125
1557168018.693061,9216,0.953125
1557168023.27281,10752,0.90625
1557168025.5217948,11328,0.8953919410705566
1557168028.9157145,12288,0.953125
1557168033.475517,13824,0.9375
1557168037.861784,15104,0.9081038236618042
1557168038.7813234,15360,0.90625
1557168043.6772263,16896,0.96875
1557168048.2948732,18432,0.96875
1557168049.9155388,18880,0.9165784120559692
1557168053.4329793,19968,0.9375
1557168057.3844104,21504,0.953125
1557168060.730886,22656,0.9427965879440308
1557168062.2019825,23040,0.96875
1557168066.0745902,24576,0.875
1557168069.8348975,26112,0.984375
1557168071.0925333,26432,0.9295550584793091
1557168074.5552764,27648,1.0
1557168078.3271513,29184,0.921875
1557168081.2622995,30208,0.9282309412956238
1557168082.9677708,30720,0.953125
1557168086.7974443,32256,0.953125
1557168090.6281319,33792,0.953125
1557168091.5187497,33984,0.9361758232116699
1557168095.3835802,35328,1.0
1557168099.3089266,36864,0.984375
1557168102.0130105,37760,0.9271715879440308
1557168104.1034184,38400,0.953125
1557168108.095739,39936,0.96875
1557168112.1882467,41472,1.0
1557168112.7178242,41536,0.9462394118309021
1557168117.1688912,43008,0.96875
1557168121.2699542,44544,0.953125
1557168123.8170636,45312,0.9483580589294434
1557168126.4149508,46080,0.9375
1557168130.6576474,47616,0.96875
1557168135.1356306,49088,0.953125
1557168135.1795137,49152,0.96875
1557168140.1801343,50688,0.953125
1557168144.6225977,52224,0.953125
1557168146.970349,52864,0.9594809412956238
1557168150.251028,53760,0.953125
1557168155.1238403,55296,0.984375
1557168159.429323,56640,0.9626588821411133
1557168160.1354327,56832,0.984375
1557168165.2877238,58368,0.984375
1557168169.9233232,59904,1.0
1557168171.9060202,60416,0.9626588821411133
1557168175.596587,61440,0.984375
1557168180.2002125,62976,0.984375
1557168184.3391411,64192,0.9645127058029175
1557168185.587801,64512,1.0
1557168190.4807577,66048,0.984375
1557168195.3277924,67584,0.96875
1557168197.014408,67968,0.9676907062530518
1557168201.153524,69120,1.0
1557168205.8022285,70656,0.953125
1557168209.5452604,71744,0.9668961763381958
1557168211.2795854,72192,0.984375
1557168216.0646648,73728,1.0
1557168220.689293,75264,0.96875
1557168222.0366895,75520,0.9642478823661804
1557168226.6194289,76800,0.984375
1557168231.30437,78336,1.0
1557168234.6933048,79296,0.9679555296897888
1557168237.0101082,79872,0.984375
1557168241.6532636,81408,0.984375
1557168246.2838736,82944,1.0
1557168247.0933151,83072,0.976959764957428
1557168251.9264228,84480,0.96875
1557168256.5240664,86016,0.953125
1557168259.5689213,86848,0.9724576473236084
1557168262.3558831,87552,1.0
1557168267.0396354,89088,1.0
1557168272.2371285,90624,0.96875
1557168272.8544712,90624,0.9751059412956238
1557168279.5744681,92160,0.96875
1557168284.9918468,93696,1.0
1557168287.6331902,94400,0.9737817645072937
1557168290.7307446,95232,0.984375
1557168295.4610891,96768,1.0
1557168300.1535363,98176,0.9703390002250671
1557168300.5145698,98304,0.984375
1557168305.776506,99840,0.96875
1557168310.3642328,101376,1.0
