Wall time,Step,Value
1557343799.7416308,1536,0.9988064765930176
1557343812.5167756,3072,0.9142852425575256
1557343815.9823673,3392,1.2203397750854492
1557343827.5079117,4608,0.8383736610412598
1557343837.7587273,6144,0.9732162952423096
1557343842.2745342,6784,0.8649208545684814
1557343848.6672873,7680,0.7293382287025452
1557343858.6786408,9216,0.5380518436431885
1557343865.1161368,10176,0.7245914340019226
1557343869.0496533,10752,0.781794011592865
1557343878.6970642,12288,0.470552533864975
1557343887.26413,13568,0.6563619375228882
1557343889.0824463,13824,0.6108394861221313
1557343899.0249903,15360,0.7165112495422363
1557343909.0020685,16896,0.5637792348861694
1557343910.0338285,16960,0.6581674814224243
1557343920.2556036,18432,0.7607665657997131
1557343930.705249,19968,0.7286134362220764
1557343934.2291467,20352,0.5467533469200134
1557343944.802743,21504,0.34952715039253235
1557343958.2969244,23040,0.47316837310791016
1557343964.8609424,23744,0.5137624740600586
1557343973.0236738,24576,0.5100765228271484
1557343986.7130136,26112,0.5076647996902466
1557343996.6110475,27136,0.43028685450553894
1557344002.4534335,27648,0.44273898005485535
1557344014.2318964,29184,0.47876301407814026
1557344024.5306768,30528,0.3439234793186188
1557344026.0256805,30720,0.31917187571525574
1557344037.0441263,32256,0.4139012098312378
1557344047.34759,33792,0.44179093837738037
1557344048.8017051,33920,0.33795058727264404
1557344058.0569692,35328,0.27877354621887207
1557344067.8757281,36864,0.3995101749897003
1557344071.4631422,37312,0.2713199853897095
1557344078.886302,38400,0.20341017842292786
1557344088.493627,39936,0.22019216418266296
1557344094.2821586,40704,0.269670695066452
1557344099.941033,41472,0.28717002272605896
1557344110.8059394,43008,0.3582414984703064
1557344119.7330825,44096,0.23298035562038422
1557344123.672553,44544,0.12976448237895966
1557344134.2991538,46080,0.2094649076461792
1557344145.3879952,47488,0.1919727772474289
1557344146.4322045,47616,0.3356560170650482
1557344157.922495,49152,0.1714392900466919
1557344167.8110676,50688,0.4085996150970459
1557344169.6840632,50880,0.22476410865783691
1557344178.7907248,52224,0.1615370810031891
1557344191.4180894,53760,0.13354550302028656
1557344195.7159219,54272,0.1825917363166809
1557344204.4056962,55296,0.14926162362098694
1557344214.5206978,56832,0.22535425424575806
1557344220.5326,57664,0.16112419962882996
1557344225.4873552,58368,0.14721569418907166
1557344235.5245311,59904,0.17704574763774872
1557344244.2811294,61056,0.2005845010280609
1557344247.2970693,61440,0.14911432564258575
1557344257.1477425,62976,0.1285620778799057
1557344267.6875763,64448,0.15163061022758484
1557344267.9002404,64512,0.14567887783050537
1557344278.3703842,66048,0.1595083475112915
1557344288.222588,67584,0.14368784427642822
1557344290.5164585,67840,0.13371168076992035
1557344299.7039053,69120,0.10615882277488708
1557344310.6800957,70656,0.11339741945266724
1557344316.087315,71232,0.11855971813201904
1557344324.214536,72192,0.09976169466972351
1557344335.1185625,73728,0.09323044866323471
1557344341.9963498,74624,0.10199713706970215
1557344346.887089,75264,0.09628723561763763
1557344357.5999599,76800,0.09439484775066376
1557344366.5678842,78016,0.0932217538356781
1557344369.2634907,78336,0.09146355092525482
1557344380.040119,79872,0.08765465021133423
1557344390.667599,81408,0.08983086794614792
1557344391.309883,81408,0.08971115201711655
1557344402.5836186,82944,0.08982077986001968
1557344413.20066,84480,0.08537629246711731
1557344416.0771163,84800,0.08641760796308517
1557344424.9621131,86016,0.0820838063955307
1557344435.5633569,87552,0.08133108168840408
1557344440.710625,88192,0.08282572031021118
1557344447.3868997,89088,0.08138997852802277
1557344458.026061,90624,0.08013417571783066
1557344465.3508313,91584,0.08005344867706299
1557344469.9033284,92160,0.07806484401226044
1557344481.0780642,93696,0.07723908126354218
1557344490.5539567,94976,0.07740724086761475
1557344492.6212757,95232,0.07545508444309235
1557344503.3732934,96768,0.0746447816491127
1557344513.9237454,98304,0.07389450818300247
1557344515.0119429,98368,0.07486256211996078
1557344525.7946873,99840,0.07159823179244995
1557344536.4502566,101376,0.07260555773973465
1557344539.755002,101760,0.07249843329191208
1557344548.4465833,102912,0.06941057741641998
1557344559.0652528,104448,0.06946128606796265
1557344564.5504968,105152,0.0698578953742981
1557344570.8073843,105984,0.06869406253099442
1557344587.4308002,107520,0.06672507524490356
1557344599.7154443,108544,0.06801333278417587
1557344605.4807882,109056,0.06710561364889145
1557344622.168332,110592,0.06585973501205444
1557344637.8074877,111936,0.06561920791864395
1557344640.0161433,112128,0.06497106701135635
1557344657.423698,113664,0.0639527216553688
1557344668.7863863,115200,0.062362197786569595
1557344672.231837,115328,0.06353307515382767
1557344685.0180433,116736,0.06119939312338829
1557344699.1479888,118272,0.06131092831492424
1557344703.5491483,118720,0.06140203773975372
1557344711.6379318,119808,0.060635779052972794
1557344722.196359,121344,0.059430643916130066
1557344728.224669,122112,0.059589531272649765
1557344739.9308429,122880,0.05840811878442764
1557344752.458841,124416,0.057911466807127
1557344761.3952982,125504,0.05786653980612755
1557344765.0296693,125952,0.05589645728468895
1557344776.4973845,127488,0.05556020885705948
1557344787.6788127,128896,0.05598735064268112
1557344789.073164,129024,0.054887909442186356
1557344802.8683457,130560,0.05614776536822319
1557344814.59122,132096,0.05308927968144417
1557344816.5991158,132288,0.054062992334365845
1557344826.5904255,133632,0.053166963160037994
1557344837.3237026,135168,0.05140271782875061
1557344841.5910666,135680,0.052637979388237
1557344849.156017,136704,0.05121812969446182
1557344860.1407795,138240,0.050672195851802826
1557344866.5905464,139072,0.05079049617052078
1557344872.2481682,139776,0.04940206930041313
1557344882.9162576,141312,0.04862326756119728
1557344891.563949,142464,0.04925346374511719
1557344894.771638,142848,0.04989904165267944
1557344906.9339945,144384,0.049447935074567795
1557344917.7443013,145856,0.0483623668551445
1557344917.9668002,145920,0.05417591333389282
1557344929.6428804,147456,0.07334180176258087
1557344940.458646,148992,2.87583589553833
1557344943.3463895,149248,0.3190343677997589
1557344953.552034,150528,0.3517254889011383
1557344964.237143,152064,0.3069661259651184
1557344968.8606026,152640,0.5836977958679199
1557344976.0862849,153600,0.2660471200942993
1557344986.792904,155136,0.20079122483730316
1557344993.7406254,156032,0.2409438043832779
1557344998.7581394,156672,0.17747536301612854
1557345009.440192,158208,0.17582917213439941
1557345018.6203449,159424,0.14153704047203064
1557345021.3675506,159744,0.08944661170244217
1557345032.0758393,161280,0.13103629648685455
1557345042.7562068,162816,0.10280657559633255
1557345043.455961,162816,0.08976411819458008
1557345054.785119,164352,0.1111975759267807
1557345065.4553673,165888,0.0922347903251648
1557345068.34048,166208,0.09334903955459595
1557345077.6297293,167424,0.14984074234962463
1557345088.574706,168960,0.08560822904109955
1557345093.6351657,169600,0.0847618356347084
1557345100.4596047,170496,0.07129069417715073
1557345111.1385586,172032,0.061626456677913666
