Wall time,Step,Value
1558105540.0740912,1536,0.84375
1558105553.153476,3072,0.890625
1558105565.8020897,4608,0.8125
1558105572.8572624,5184,0.8387345671653748
1558105578.6537032,6144,0.890625
1558105589.083222,7680,0.828125
1558105598.463563,9216,0.953125
1558105607.0902898,10368,0.8962191343307495
1558105608.3090315,10752,0.875
1558105617.585107,12288,0.921875
1558105626.4330409,13824,0.984375
1558105635.2542496,15360,0.875
1558105638.5195208,15552,0.9047067761421204
1558105646.4074316,16896,0.90625
1558105656.5682676,18432,0.984375
1558105665.2023385,19968,0.90625
1558105671.4486384,20736,0.923803985118866
1558105675.2335198,21504,0.96875
1558105684.0071518,23040,0.96875
1558105692.9275339,24576,0.984375
1558105703.2858112,25920,0.9386574029922485
1558105703.8592806,26112,0.96875
1558105713.0915966,27648,0.921875
1558105722.037712,29184,0.984375
1558105731.1792412,30720,0.96875
1558105735.6034124,31104,0.9299768805503845
1558105742.3902705,32256,1.0
1558105751.2416034,33792,0.96875
1558105760.3372855,35328,0.984375
1558105768.0117686,36288,0.9635416865348816
1558105770.8451927,36864,0.984375
1558105779.7454007,38400,0.90625
1558105788.6426105,39936,0.953125
1558105797.4579222,41472,1.0
1558105799.6101682,41472,0.9679784178733826
1558105807.8890362,43008,0.953125
1558105816.7134433,44544,1.0
1558105825.772222,46080,0.984375
1558105831.1827567,46656,0.9729938507080078
1558105836.113575,47616,0.96875
1558105844.9708946,49152,0.96875
1558105854.105474,50688,0.984375
1558105862.8201733,51840,0.9675925970077515
1558105864.17256,52224,0.96875
1558105873.3043902,53760,0.96875
1558105882.2614439,55296,0.96875
1558105891.1217556,56832,1.0
1558105894.3391526,57024,0.9650848507881165
1558105901.5927618,58368,1.0
1558105910.4032056,59904,1.0
1558105920.0595014,61440,1.0
1558105927.0199294,62208,0.9851465821266174
1558105930.8795745,62976,0.984375
1558105939.6431448,64512,1.0
1558105948.5994234,66048,0.90625
1558105958.349354,67392,0.9729938507080078
1558105958.8948984,67584,0.984375
1558105967.7881203,69120,0.984375
1558105976.6693752,70656,1.0
1558105985.4738355,72192,1.0
1558105989.8072503,72576,0.9851465821266174
1558105995.8211715,73728,1.0
1558106004.9786963,75264,1.0
1558106013.7193227,76800,1.0
1558106021.3618877,77760,0.9924768805503845
1558106024.090593,78336,0.984375
1558106032.8880718,79872,0.984375
1558106042.1333897,81408,0.984375
1558106051.0535066,82944,0.953125
1558106053.1608727,82944,0.9722222089767456
1558106061.416801,84480,1.0
1558106070.3912337,86016,1.0
1558106079.1697628,87552,1.0
1558106084.6002455,88128,0.9934413433074951
1558106089.6069734,89088,1.0
1558106098.5232897,90624,1.0
1558106107.279078,92160,0.984375
1558106115.9209716,93312,0.9949845671653748
1558106117.2823324,93696,0.953125
1558106126.3610597,95232,0.984375
1558106135.2433128,96768,1.0
1558106144.0737073,98304,1.0
1558106147.2601852,98496,0.9915123581886292
1558106154.429018,99840,1.0
1558106166.132222,101376,0.96875
1558106176.867521,102912,1.0
1558106185.3099496,103680,0.9789737462997437
